FinalID,tax_rank,phylum,class,order,family,genus,BOLD_Records,BOLD_Records_USA,BOLD_Records_CA,BOLD_Records_COI,BOLD_Records_COI_USA,BOLD_Records_COI_CA,BOLD_Records_COI_SW
Acanthina,genus,Mollusca,Gastropoda,Neogastropoda,Muricidae,Acanthina,2,0,0,2,0,0,0
Acanthodoris,genus,Mollusca,Gastropoda,Nudibranchia,Onchidorididae,Acanthodoris,71,25,8,66,25,8,8
Acanthodoris brunnea,species,Mollusca,Gastropoda,Nudibranchia,Onchidorididae,Acanthodoris,3,0,0,3,0,0,0
Acanthodoris rhodoceras,species,Mollusca,Gastropoda,Nudibranchia,Onchidorididae,Acanthodoris,5,4,4,5,4,4,4
Acanthoptilum,genus,Cnidaria,Anthozoa,Pennatulacea,Virgulariidae,Acanthoptilum,9,8,0,8,8,0,0
Omaloplia,genus,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Omaloplia,7,0,0,7,0,0,0
Acharax johnsoni,species,Mollusca,Bivalvia,Solemyida,Solemyidae,Acharax,3,0,0,3,0,0,0
Achelia echinata,species,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Achelia,4,0,0,2,0,0,0
Acila castrensis,species,Mollusca,Bivalvia,Nuculida,Nuculidae,Acila,8,6,0,4,2,0,0
Aclis,genus,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Acoetes pacifica,species,Annelida,Polychaeta,Phyllodocida,Acoetidae,Acoetes,2,2,2,2,2,2,2
Acrocirrus,genus,Annelida,Polychaeta,Terebellida,Acrocirridae,Acrocirrus,1,0,0,1,0,0,0
Acteocina,genus,Mollusca,Gastropoda,Cephalaspidea,Tornatinidae,Acteocina,7,0,0,2,0,0,0
Acteocina cerealis,species,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Acteocina harpa,species,Mollusca,Gastropoda,Cephalaspidea,Tornatinidae,Acteocina,3,0,0,0,0,0,0
Admete,genus,Mollusca,Gastropoda,Neogastropoda,Cancellariidae,Admete,17,1,1,14,0,0,0
Admete viridula,species,Mollusca,Gastropoda,Neogastropoda,Cancellariidae,Admete,8,0,0,8,0,0,0
Admete gracilior,species,Mollusca,Gastropoda,Neogastropoda,Cancellariidae,Admete,1,1,1,0,0,0,0
Adontorhina cyclia,species,Mollusca,Bivalvia,Lucinida,Thyasiridae,Adontorhina,4,4,0,2,2,0,0
Adula,genus,Mollusca,Bivalvia,Mytilida,Mytilidae,Adula,22,10,0,19,7,0,0
Aegires albopunctatus,species,Mollusca,Gastropoda,Nudibranchia,Aegiridae,Aegires,4,2,1,4,2,1,1
Aglaja ocelligera,species,Mollusca,Gastropoda,Cephalaspidea,Aglajidae,Aglaja,1,1,1,1,1,1,1
Aglaophamus,genus,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Aglaophamus,133,0,0,125,0,0,0
Aglaophamus verrilli,species,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Aglaophenia,genus,Cnidaria,Hydrozoa,Leptothecata,Aglaopheniidae,Aglaophenia,89,8,1,77,6,1,1
Akanthophoreus phillipsi,species,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Akera,genus,Mollusca,Gastropoda,Aplysiida,Akeridae,Akera,3,0,0,3,0,0,0
Alaba,genus,Mollusca,Gastropoda,NA,Litiopidae,Alaba,2,1,0,2,1,0,0
Lamprops quadriplicata,species,Arthropoda,Malacostraca,Cumacea,Lampropidae,Lamprops,1,1,1,1,1,1,1
Alcyonidium,genus,Bryozoa,Gymnolaemata,Ctenostomatida,Alcyonidiidae,Alcyonidium,33,20,0,18,9,0,0
Alderia willowi,species,Mollusca,Gastropoda,NA,Limapontiidae,Alderia,64,2,1,64,2,1,1
Alia,genus,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Alia,104,20,19,90,14,14,14
Alia carinata,species,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Alia,87,19,19,79,14,14,14
Mitrella tuberosa,species,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Mitrella,13,0,0,13,0,0,0
Alienacanthomysis,genus,Arthropoda,Malacostraca,Mysida,Mysidae,Alienacanthomysis,6,0,0,6,0,0,0
Alienacanthomysis macropsis,species,Arthropoda,Malacostraca,Mysida,Mysidae,Alienacanthomysis,6,0,0,6,0,0,0
Alpheopsis equidactylus,species,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Alpheus,genus,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,1247,172,0,1126,164,0,0
Alpheus bellimanus,species,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,2,0,0,2,0,0,0
Alpheus clamator,species,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,3,0,0,3,0,0,0
Alvania,genus,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Alvania,39,9,0,36,8,0,0
Alvania compacta,species,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Alvania,9,7,0,7,6,0,0
Alvania rosana,species,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Alvania,2,0,0,1,0,0,0
Amaeana occidentalis,species,Annelida,Polychaeta,Terebellida,Terebellidae,Amaeana,21,1,1,21,1,1,1
Amage anops,species,Annelida,Polychaeta,Terebellida,Ampharetidae,Amage,4,4,1,0,0,0,0
Amathia distans,species,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Amblyops,genus,Arthropoda,Malacostraca,Mysida,Mysidae,Amblyops,2,0,0,2,0,0,0
Amblyops abbreviatus,species,Arthropoda,Malacostraca,Mysida,Mysidae,Amblyops,1,0,0,1,0,0,0
Americhelidium,genus,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Americhelidium,9,0,0,7,0,0,0
Americhelidium rectipalmum,species,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ammothea hilgendorfi,species,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Ammothea,6,0,0,6,0,0,0
Ampelisca,genus,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca,197,49,48,168,34,33,33
Ampelisca agassizi,species,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca,9,9,9,6,6,6,6
Ampelisca brachycladus,species,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca,3,3,3,3,3,3,3
Ampelisca brevisimulata,species,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca,3,3,3,2,2,2,2
Ampelisca careyi,species,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca,18,17,17,11,10,10,10
Ampelisca hancocki,species,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca,1,1,1,0,0,0,0
Ampelisca indentata,species,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ampelisca lobata,species,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ampelisca pacifica,species,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca,1,1,1,1,1,1,1
Ampelisca pugetica,species,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca,6,6,6,5,5,5,5
Ampharete,genus,Annelida,Polychaeta,Terebellida,Ampharetidae,Ampharete,42,22,6,36,20,4,4
Ampharete acutifrons,species,Annelida,Polychaeta,Terebellida,Ampharetidae,Ampharete,11,11,5,10,10,4,4
Ampharete finmarchica,species,Annelida,Polychaeta,Terebellida,Ampharetidae,Ampharete,2,1,0,2,1,0,0
Ampharete goesi,species,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ampharete labrops,species,Annelida,Polychaeta,Terebellida,Ampharetidae,Ampharete,6,2,1,4,1,0,0
Amphichondrius granulatus,species,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,Amphichondrius,4,4,4,2,2,2,2
Amphicteis,genus,Annelida,Polychaeta,Terebellida,Ampharetidae,Amphicteis,9,1,1,6,1,1,1
Amphicteis mucronata,species,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Amphicteis scaphobranchiata,species,Annelida,Polychaeta,Terebellida,Ampharetidae,Amphicteis,1,1,1,1,1,1,1
Amphideutopus oculatus,species,Arthropoda,Malacostraca,Amphipoda,Kamakidae,Amphideutopus,4,4,4,3,3,3,3
Amphiduros,genus,Annelida,Polychaeta,Phyllodocida,Hesionidae,Amphiduros,5,1,0,5,1,0,0
Amphiodia,genus,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,Amphiodia,47,33,9,39,26,7,7
Amphiodia digitata,species,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Amphiodia psara,species,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,Amphiodia,1,0,0,1,0,0,0
Amphiodia urtica,species,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,Amphiodia,13,11,9,11,9,7,7
Amphioplus,genus,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,Amphioplus,58,2,1,53,0,0,0
Amphioplus strongyloplax,species,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,Amphioplus,2,2,1,0,0,0,0
Amphipholis,genus,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,Amphipholis,100,32,5,84,29,5,5
Amphipholis pugetana,species,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,Amphipholis,4,4,0,2,2,0,0
Amphipholis squamata,species,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,Amphipholis,65,22,4,53,21,4,4
Amphiporus,genus,Nemertea,Hoplonemertea,Monostilifera,Amphiporidae,Amphiporus,111,20,0,99,20,0,0
Amphiporus cruentatus,species,Nemertea,Hoplonemertea,Monostilifera,Amphiporidae,Amphiporus,3,3,0,3,3,0,0
Amphisamytha bioculata,species,Annelida,Polychaeta,Terebellida,Ampharetidae,Amphisamytha,2,1,0,2,1,0,0
Amphissa,genus,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Amphissa,96,13,5,87,11,4,4
Amphissa bicolor,species,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Amphissa versicolor,species,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Amphissa,1,0,0,1,0,0,0
Neoamphitrite robusta,species,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Amphiura,genus,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,Amphiura,79,0,0,75,0,0,0
Amphiura arcystata,species,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Amphiura diomedeae,species,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ampithoe,genus,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Ampithoe,262,36,10,259,36,10,10
Ampithoe lacertosa,species,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Ampithoe,27,2,2,27,2,2,2
Ampithoe longimana,species,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Ampithoe,36,4,0,36,4,0,0
Ampithoe plumulosa,species,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Ampithoe,6,1,1,6,1,1,1
Ampithoe ramondi,species,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Ampithoe,13,1,0,13,1,0,0
Ampithoe valida,species,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Ampithoe,86,19,3,86,19,3,3
Ancistrosyllis,genus,Annelida,Polychaeta,Phyllodocida,Pilargidae,Ancistrosyllis,8,0,0,2,0,0,0
Ancistrosyllis groenlandica,species,Annelida,Polychaeta,Phyllodocida,Pilargidae,Ancistrosyllis,2,0,0,2,0,0,0
Ancistrosyllis hamata,species,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Anobothrus,genus,Annelida,Polychaeta,Terebellida,Ampharetidae,Anobothrus,19,1,0,15,1,0,0
Anobothrus gracilis,species,Annelida,Polychaeta,Terebellida,Ampharetidae,Anobothrus,2,1,0,2,1,0,0
Anonyx lilljeborgi,species,Arthropoda,Malacostraca,Amphipoda,Uristidae,Anonyx,9,2,2,9,2,2,2
Anoplodactylus,genus,Arthropoda,Pycnogonida,Pantopoda,Phoxichilidiidae,Anoplodactylus,83,0,0,80,0,0,0
Anoplodactylus californicus,species,Arthropoda,Pycnogonida,Pantopoda,Phoxichilidiidae,Anoplodactylus,9,0,0,9,0,0,0
Anoplodactylus erectus,species,Arthropoda,Pycnogonida,Pantopoda,Phoxichilidiidae,Anoplodactylus,1,0,0,1,0,0,0
Anoplodactylus viridintestinalis,species,Arthropoda,Pycnogonida,Pantopoda,Phoxichilidiidae,Anoplodactylus,1,0,0,1,0,0,0
Anthoptilum grandiflorum,species,Cnidaria,Anthozoa,Pennatulacea,Anthoptilidae,Anthoptilum,16,5,0,10,5,0,0
Catonephele antinoe,species,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Catonephele,1,0,0,1,0,0,0
Antiplanes,genus,Mollusca,Gastropoda,Neogastropoda,Pseudomelatomidae,Antiplanes,2,0,0,2,0,0,0
Antiplanes catalinae,species,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Antiplanes thalea,species,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Aonides,genus,Annelida,Polychaeta,Spionida,Spionidae,Aonides,8,0,0,7,0,0,0
Aoroides,genus,Arthropoda,Malacostraca,Amphipoda,Aoridae,Aoroides,21,5,1,12,5,1,1
Aoroides columbiae,species,Arthropoda,Malacostraca,Amphipoda,Aoridae,Aoroides,3,3,1,3,3,1,1
Aoroides exilis,species,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Aoroides inermis,species,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Aoroides intermedius,species,Arthropoda,Malacostraca,Amphipoda,Aoridae,Aoroides,5,1,0,5,1,0,0
Aoroides secunda,species,Arthropoda,Malacostraca,Amphipoda,Aoridae,Aoroides,1,1,0,1,1,0,0
Aphelochaeta,genus,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,196,43,5,75,40,3,3
Aphelochaeta monilaris,species,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,2,2,0,2,2,0,0
Aphelochaeta phillipsi,species,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,1,1,1,1,1,1,1
Aphrodita,genus,Annelida,Polychaeta,Phyllodocida,Aphroditidae,Aphrodita,33,2,2,30,2,2,2
Aphrodita japonica,species,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Aphrodita refulgida,species,Annelida,Polychaeta,Phyllodocida,Aphroditidae,Aphrodita,1,1,1,1,1,1,1
Apionsoma misakianum,species,Annelida,Sipuncula,Phascolosomatida,Phascolosomatidae,Apionsoma,7,3,0,7,3,0,0
Apionsoma murinae,species,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Apistobranchus,genus,Annelida,Polychaeta,Spionida,Apistobranchidae,Apistobranchus,4,0,0,2,0,0,0
Aplysiopsis enteromorphae,species,Mollusca,Gastropoda,NA,Hermaeidae,Aplysiopsis,10,10,9,10,10,9,9
Arabella,genus,Annelida,Polychaeta,Eunicida,Oenonidae,Arabella,13,9,2,12,8,2,2
Araphura,genus,Arthropoda,Malacostraca,Tanaidacea,Tanaellidae,Araphura,1,1,0,0,0,0,0
Araphura breviaria,species,Arthropoda,Malacostraca,Tanaidacea,Tanaellidae,Araphura,1,1,0,0,0,0,0
Archaeomysis grebnitzkii,species,Arthropoda,Malacostraca,Mysida,Mysidae,Archaeomysis,3,1,0,3,1,0,0
Argissa hamatipes,species,Arthropoda,Malacostraca,Amphipoda,Argissidae,Argissa,3,0,0,3,0,0,0
Argopecten ventricosus,species,Mollusca,Bivalvia,Pectinida,Pectinidae,Argopecten,1,0,0,1,0,0,0
Aricidea,genus,Annelida,Polychaeta,Polychaeta_incertae_sedis,Paraonidae,Aricidea,153,20,9,87,16,6,6
Aricidea antennata,species,Annelida,Polychaeta,Polychaeta_incertae_sedis,Paraonidae,Aricidea,2,2,2,1,1,1,1
Aricidea catherinae,species,Annelida,Polychaeta,Polychaeta_incertae_sedis,Paraonidae,Aricidea,9,8,2,7,6,1,1
Aricidea cerrutii,species,Annelida,Polychaeta,Polychaeta_incertae_sedis,Paraonidae,Aricidea,3,0,0,3,0,0,0
Aricidea lopezi,species,Annelida,Polychaeta,Polychaeta_incertae_sedis,Paraonidae,Aricidea,4,4,0,4,4,0,0
Aricidea pacifica,species,Annelida,Polychaeta,Polychaeta_incertae_sedis,Paraonidae,Aricidea,9,0,0,9,0,0,0
Aricidea simplex,species,Annelida,Polychaeta,Polychaeta_incertae_sedis,Paraonidae,Aricidea,7,5,5,6,4,4,4
Aricidea wassi,species,Annelida,Polychaeta,Polychaeta_incertae_sedis,Paraonidae,Aricidea,1,0,0,1,0,0,0
Aristias,genus,Arthropoda,Malacostraca,Amphipoda,Aristiidae,Aristias,2,0,0,2,0,0,0
Armandia brevis,species,Annelida,Polychaeta,Opheliida,Opheliidae,Armandia,21,12,0,21,12,0,0
Armina californica,species,Mollusca,Gastropoda,Nudibranchia,Arminidae,Armina,4,0,0,4,0,0,0
Artacama coniferi,species,Annelida,Polychaeta,Terebellida,Terebellidae,Artacama,3,3,0,3,3,0,0
Aruga oculata,species,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Asabellides,genus,Annelida,Polychaeta,Terebellida,Ampharetidae,Asabellides,17,0,0,16,0,0,0
Ascidia,genus,Chordata,Ascidiacea,Phlebobranchia,Ascidiidae,Ascidia,138,54,0,109,41,0,0
Asclerocheilus kudenovi,species,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Angustassiminea californica,species,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Astropecten,genus,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Astropecten,243,18,9,204,17,8,8
Astropecten armatus,species,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Astropecten,6,4,4,5,3,3,3
Astropecten californicus,species,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Astropecten,9,3,3,9,3,3,3
Alia gausapata,species,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Alia,14,1,0,9,0,0,0
Alia permodesta,species,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Axinopsida serricata,species,Mollusca,Bivalvia,Lucinida,Thyasiridae,Axinopsida,10,10,1,6,6,1,1
Axiothella,genus,Annelida,Polychaeta,NA,Maldanidae,Axiothella,10,6,0,9,6,0,0
Balanoglossus,genus,Hemichordata,Enteropneusta,Enteropneusta_order_incertae_sedis,Ptychoderidae,Balanoglossus,26,0,0,10,0,0,0
Balanus,genus,Arthropoda,Thecostraca,Sessilia,Balanidae,Balanus,3947,772,634,3904,761,624,624
Melanella micans,species,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Barleeia,genus,Mollusca,Gastropoda,Littorinimorpha,Barleeiidae,Barleeia,6,1,1,5,1,1,1
Barleeia haliotiphila,species,Mollusca,Gastropoda,Littorinimorpha,Barleeiidae,Barleeia,2,0,0,1,0,0,0
Baseodiscus delineatus,species,Nemertea,Pilidiophora,Heteronemertea,Valenciniidae,Baseodiscus,9,7,0,6,5,0,0
Bathybembix bairdii,species,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Bathymedon,genus,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Bathymedon,15,2,0,9,2,0,0
Bathymedon pumilus,species,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Bathymedon,1,1,0,1,1,0,0
Belonectes,genus,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Bemlos,genus,Arthropoda,Malacostraca,Amphipoda,Aoridae,Bemlos,2,2,0,2,2,0,0
Bemlos audbettius,species,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Berthella,genus,Mollusca,Gastropoda,Pleurobranchomorpha,Pleurobranchidae,Berthella,74,12,0,74,12,0,0
Berthella californica,species,Mollusca,Gastropoda,Pleurobranchomorpha,Pleurobranchidae,Berthella,1,1,0,1,1,0,0
Betaeus,genus,Arthropoda,Malacostraca,Decapoda,Alpheidae,Betaeus,4,0,0,3,0,0,0
Betaeus harrimani,species,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Betaeus longidactylus,species,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Bipalponephtys cornuta,species,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Bipalponephtys,5,5,1,5,5,1,1
Bispira,genus,Annelida,Polychaeta,Sabellida,Sabellidae,Bispira,20,0,0,16,0,0,0
Blepharipoda occidentalis,species,Arthropoda,Malacostraca,Decapoda,Blepharipodidae,Blepharipoda,5,4,4,5,4,4,4
Boccardia,genus,Annelida,Polychaeta,Spionida,Spionidae,Boccardia,102,6,0,97,2,0,0
Boccardia proboscidea,species,Annelida,Polychaeta,Spionida,Spionidae,Boccardia,14,0,0,14,0,0,0
Boccardiella,genus,Annelida,Polychaeta,Spionida,Spionidae,Boccardiella,18,7,0,11,0,0,0
Boccardiella hamata,species,Annelida,Polychaeta,Spionida,Spionidae,Boccardiella,18,7,0,11,0,0,0
Boreotrophon multicostatus,species,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Borsonella,genus,Mollusca,Gastropoda,Neogastropoda,Borsoniidae,Borsonella,2,0,0,2,0,0,0
Botrylloides,genus,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Botrylloides,421,41,2,361,40,2,2
Brada,genus,Annelida,Polychaeta,Terebellida,Flabelligeridae,Brada,25,5,0,23,5,0,0
Brada villosa,species,Annelida,Polychaeta,Terebellida,Flabelligeridae,Brada,8,5,0,8,5,0,0
Branchiomaldane,genus,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Branchiomma,genus,Annelida,Polychaeta,Sabellida,Sabellidae,Branchiomma,147,18,0,140,18,0,0
Branchiostoma californiense,species,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Branchiosyllis exilis,species,Annelida,Polychaeta,Phyllodocida,Syllidae,Branchiosyllis,2,0,0,2,0,0,0
Brania,genus,Annelida,Polychaeta,Phyllodocida,Syllidae,Brania,1,1,0,1,1,0,0
Brisaster,genus,Echinodermata,Echinoidea,Spatangoida,Schizasteridae,Brisaster,17,5,1,15,4,0,0
Brisaster townsendi,species,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Brissopsis,genus,Echinodermata,Echinoidea,Spatangoida,Brissidae,Brissopsis,60,1,0,48,1,0,0
Brissopsis pacifica,species,Echinodermata,Echinoidea,Spatangoida,Brissidae,Brissopsis,2,0,0,2,0,0,0
Bruzelia tuberculata,species,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Bugula neritina,species,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Bugula,676,227,57,359,161,45,45
Bulla gouldiana,species,Mollusca,Gastropoda,Cephalaspidea,Bullidae,Bulla,16,14,14,9,7,7,7
Byblis millsi,species,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Byblis,1,1,1,1,1,1,1
Byblis veleronis,species,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Byblis,1,1,1,1,1,1,1
Caecognathia,genus,Arthropoda,Malacostraca,Isopoda,Gnathiidae,Caecognathia,6,6,6,5,5,5,5
Caecognathia crenulatifrons,species,Arthropoda,Malacostraca,Isopoda,Gnathiidae,Caecognathia,6,6,6,5,5,5,5
Caecum crebricinctum,species,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Californiconus californicus,species,Mollusca,Gastropoda,Neogastropoda,Conidae,Californiconus,25,17,17,18,10,10,10
Callianax,genus,Mollusca,Gastropoda,Neogastropoda,Olividae,Callianax,20,20,20,13,13,13,13
Callibaetis,genus,Arthropoda,Insecta,Ephemeroptera,Baetidae,Callibaetis,400,233,6,388,221,6,14
Calliostoma,genus,Mollusca,Gastropoda,Trochida,Calliostomatidae,Calliostoma,259,60,1,189,60,1,1
Calliostoma variegatum,species,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Callithaca tenerrima,species,Mollusca,Bivalvia,Venerida,Veneridae,Callithaca,2,2,0,2,2,0,0
Calocarides,genus,Arthropoda,Malacostraca,Decapoda,Axiidae,Calocarides,6,1,0,6,1,0,0
Calyptogena,genus,Proteobacteria,Gammaproteobacteria,,,Calyptogena,227,5,0,219,5,0,0
Calyptogena,genus,Proteobacteria,Gammaproteobacteria,,,Calyptogena,227,5,0,219,5,0,0
Calyptraea fastigiata,species,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Campylaspis,genus,Arthropoda,Malacostraca,Cumacea,Nannastacidae,Campylaspis,24,0,0,10,0,0,0
Cancellaria crawfordiana,species,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cancer,genus,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,153,39,2,143,38,2,2
Cancer productus,species,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,48,24,2,41,24,2,2
Capitella capitata,species,Annelida,Polychaeta,NA,Capitellidae,Capitella,39,6,3,35,2,2,2
Caprella,genus,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,74,5,0,64,5,0,0
Caprella alaskana,species,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,5,5,0,1,1,0,0
Caprella californica,species,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,43,15,2,43,15,2,2
Caprella mendax,species,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,3,3,2,2,2,1,1
Caprella simia,species,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,14,14,0,14,14,0,0
Caprella verrucosa,species,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,6,0,0,5,0,0,0
Cardiomya,genus,Mollusca,Bivalvia,NA,Cuspidariidae,Cardiomya,7,4,0,6,3,0,0
Cardiomya pectinata,species,Mollusca,Bivalvia,NA,Cuspidariidae,Cardiomya,4,4,0,3,3,0,0
Carinoma mutabilis,species,Nemertea,Palaeonemertea,Carinomiformes,Carinomidae,Carinoma,12,9,2,11,8,1,1
Carinomella lactea,species,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Carpoapseudes,genus,Arthropoda,Malacostraca,Tanaidacea,Apseudidae,Carpoapseudes,32,11,0,32,11,0,0
Caryocorbula,genus,Mollusca,Bivalvia,Myida,Corbulidae,Caryocorbula,1,1,0,1,1,0,0
Caulleriella,genus,Annelida,Polychaeta,Terebellida,Cirratulidae,Caulleriella,5,5,0,5,5,0,0
Caulleriella pacifica,species,Annelida,Polychaeta,Terebellida,Cirratulidae,Caulleriella,5,5,0,5,5,0,0
Cephalophoxoides homilis,species,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Cephalophoxoides,1,1,1,0,0,0,0
Ceratocephale loveni,species,Annelida,Polychaeta,Phyllodocida,Nereididae,Ceratocephale,24,0,0,19,0,0,0
Cerebratulus,genus,Nemertea,Pilidiophora,Heteronemertea,Lineidae,Cerebratulus,173,67,2,171,66,1,1
Cerebratulus albifrons,species,Nemertea,Pilidiophora,Heteronemertea,Lineidae,Cerebratulus,2,2,0,2,2,0,0
Cerebratulus californiensis,species,Nemertea,Pilidiophora,Heteronemertea,Lineidae,Cerebratulus,17,17,1,16,16,0,0
Cerebratulus lineolatus,species,Nemertea,Pilidiophora,Heteronemertea,Lineidae,Cerebratulus,1,1,0,1,1,0,0
Cerebratulus marginatus,species,Nemertea,Pilidiophora,Heteronemertea,Lineidae,Cerebratulus,1,0,0,1,0,0,0
Cerebratulus montgomeryi,species,Nemertea,Pilidiophora,Heteronemertea,Lineidae,Cerebratulus,1,1,0,1,1,0,0
Cerithideopsis californica,species,Mollusca,Gastropoda,NA,Potamididae,Cerithideopsis,9,8,8,7,6,6,6
Cerithiopsis,genus,Mollusca,Gastropoda,NA,Cerithiopsidae,Cerithiopsis,87,0,0,77,0,0,0
